Name,SMILES,Molar Mass,CAS Number,Experimental Solubility in Water(mg/L),Experimental Solubility in Water(g/L),Experimental Solubility in Water(mol/L),LogS,Temperature,Experiment Reference,Datagroup,Solvation Energy,Dipole Moment,Molecular Volume,Molecular Surface Area,QXX,QYY,QZZ,Standard InChIKey,Cal logP,Cal MR,TPSA,Labute ASA,Balaban J index,Bertz CT index,Isomer
PENTYLBENZENE,CCCCCC1=CC=CC=C1,148.25,000538-68-1,3.37,0.00337,2.27319E-05,-4.643364801,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.293537281,0.500204096,123.669,219.506,-8.091294033,4.801055118,3.290238916,PWATWSYOIIXYMA-UHFFFAOYSA-N,3.4193,49.671,0,69.25611369,2.275801287,176.4896155,1
DIISOPROPYLAMINE,CC(C)NC(C)C,101.19,000108-18-9,110000,110,1.087063939,0.036255089,25,PARRISH.CF (1983),G1,3.299691235,1.528114604,93.053,172.532,-4.398188543,1.376517037,3.021671506,UAOMVDZJSHZZME-UHFFFAOYSA-N,1.3928,33.4077,12.03,46.11382378,2.953223175,33.44467836,1
ETHYL_ISOPROPYLAMINE,CCNC(C)C,87.17,019961-27-4,1000000,1000,11.47183664,1.059632954,30,YAWS.CL ET AL. (2001),G1,3.299860708,1.452401772,84.499,155.622,-5.188663286,3.143188535,2.045474751,RIVIDPPYRINTTH-UHFFFAOYSA-N,1.0043,28.8127,12.03,39.74888167,2.627214848,25.11941548,1
1-NONYNE,CCCCCCCC#C,124.23,003452-09-3,7.14,0.00714,5.7474E-05,-4.240528273,25,SUZUKI.T (1991),G1,3.311064574,1.01634328,119.392,214.156,6.960326693,-4.61747021,-2.342856483,OSSQSXOTMIGBCF-UHFFFAOYSA-N,2.9801,42.209,0,58.65801333,2.688055331,76.52932501,1
M-CYMENE,CC1=CC(=CC=C1)C(C)C,134.22,000535-77-3,42.5,0.0425,0.000316644,-3.499428304,25,LUN.R ET AL. (1997),G1,3.316260046,0.511229283,113.08,199.623,-9.115470091,5.833094399,3.282375691,XCYJPXQACVEIOS-UHFFFAOYSA-N,3.11842,45.268,0,62.89117158,2.955063749,211.0332245,1
ISOPROPENYL_METHYL_ETHER,CC(=C)OC,72.11,000116-11-0,1000000,1000,13.86770212,1.142004504,25,BEILSTEIN,G1,3.326554999,0.748863943,72.346,127.376,-4.22615369,-3.306624231,7.532777921,YOWQWFMSQCOSBA-UHFFFAOYSA-N,1.1664,21.823,9.23,32.25801957,2.847378923,38.91260938,1
ETHYL_ISOPROPYL_ETHER,CCOC(C)C,88.15,000625-54-7,24200,24.2,0.274532048,-0.561406951,25,SUZUKI.T (1991),G1,3.335058726,1.816356765,79.159,145.85,4.204072222,-1.38935459,-2.814717632,XSJVWZAETSBXKU-UHFFFAOYSA-N,1.4313,26.762,9.23,39.31256471,2.627214848,25.11941548,1
2-METHYLFURAN,CC1=CC=CO1,82.1,000534-22-5,3000,3,0.036540804,-1.437221902,20,EPA,G1,3.335089797,0.769581705,70.299,120.13,7.122790932,-6.571941526,-0.550849406,VQKFNUFAXTZWDK-UHFFFAOYSA-N,1.58802,23.445,13.14,36.5906745,3.049648321,107.4988651,1
ETHYL_PROPYL_ETHER,CCCOCC,88.15,000628-32-0,18400,18.4,0.208735111,-0.680404494,25,SUZUKI.T (1991),G1,3.335934377,1.862983095,81.509,149.621,4.786697798,-4.335858003,-0.450839795,NVJUHMXYKCUMQA-UHFFFAOYSA-N,1.4329,26.784,9.23,39.31256471,2.339092315,15.90013453,1
METHYL_T-BUTYL_ETHER,CC(C)(C)OC,88.15,001634-04-4,51000,51,0.578559274,-0.237652141,25,BENNETT.GM & PHILIP.WG (1928),G1,3.358107078,1.80286224,83.022,152.179,4.553312167,-1.062203824,-3.491108343,BZLVMXJERCGZMT-UHFFFAOYSA-N,1.4313,26.762,9.23,39.31256471,3.168489873,33.69332843,1
TETRAHYDROPYRAN,C1CCOCC1,86.13,000142-68-7,80200,80.2,0.931150586,-0.030980079,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.360252258,2.006098018,71.467,131.067,-5.268205412,4.762623861,0.505581551,DHXVGJBLRPWPCS-UHFFFAOYSA-N,1.1869,24.67,9.23,38.30673356,2,19.40990953,1
DIISOPROPYLBENZENE,CC(C)C1=CC=CC=C1C(C)C,162.28,025321-09-9,0.072,0.000072,4.43678E-07,-6.352932503,25,CHEMICALS INSPECTION AND TESTING INSTITU (1992),G1,3.370502843,0.773128975,127.64,228.045,-8.658188142,3.199369314,5.458818829,OKIRBHVFJGXOIS-UHFFFAOYSA-N,3.9334,54.62,0,75.62105581,3.086388779,218.9701524,1
1-BUTYNE,CCC#C,54.09,000107-00-6,2870,2.87,0.053059715,-1.275235085,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.375200157,1.02249832,64.666,110.058,5.710697233,-2.654773381,-3.055923853,KDKYADYSIPSCCQ-UHFFFAOYSA-N,1.0296,19.124,0,26.83330276,2.43309631,29.7931939,1
DIPROPYLAMINE,CCCNCCC,101.19,000142-84-7,35100,35.1,0.346872221,-0.459830479,25,KUHNE.R ET AL. (1995),G1,3.379565822,1.516486531,93.151,173.094,-4.849424247,2.730963764,2.118460482,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,1.396,33.4517,12.03,46.11382378,2.447472888,23.3609904,1
CYCLOPROPANE._ETHOXY-,CCOC1CC1,86.13,005614-38-0,19700,19.7,0.228724022,-0.640688221,25,WAKITA.K ET AL. (1986),G1,3.381305521,1.716276388,73.665,133.601,-4.412349429,4.027085298,0.385264131,LZTCEQQSARXBHE-UHFFFAOYSA-N,1.1853,24.648,9.23,38.30673356,1.876285895,39.20310344,1
1-PHENYLHEPTANE,CCCCCCCC1=CC=CC=C1,176.3,001078-71-3,0.447,0.000447,2.53545E-06,-5.595944789,25,WASIK.SP ET AL. (1981),G1,3.401412229,0.515332627,146.65,262.953,-9.500715185,4.805624712,4.695090473,LBNXAWYDQUGHGX-UHFFFAOYSA-N,4.1995,58.905,0,81.98599792,2.065380184,200.538112,1
Cyclopropane._methoxy-,COC1CC1,72.11,000540-47-6,55000,55,0.762723617,-0.117632806,25,BEILSTEIN,G1,3.424514434,1.675654538,67.345,120.186,4.122477987,0.16964334,-4.292121328,ZUVAACFIEPYYOP-UHFFFAOYSA-N,0.7952,20.031,9.23,31.94179145,1.998939485,30.62919048,1
1-METHYL-2-ISOPROPYLBENZENE,CC1=CC=C(C=C1)C(C)C,134.22,000527-84-4,23.3,0.0233,0.000173596,-3.760461313,25,OKOUCHI.S ET AL. (1992),G1,3.427750549,0.085648038,118.362,207.534,-9.499707933,2.786658287,6.713049646,WWRCMNKATXZARA-UHFFFAOYSA-N,3.11842,45.268,0,62.89117158,2.893762784,193.7832245,1
DIVINYL_ETHER,C=COC=C,70.09,000109-93-3,7690,7.69,0.109716079,-0.95972972,25,SUZUKI.T (1991),G1,3.449704406,1.128121218,69.408,118.845,5.988069339,-5.519006666,-0.469062673,QYKIQEUNHZKYBP-UHFFFAOYSA-N,1.29,21.479,9.23,31.56841654,2.653163075,32.91260938,1
3-METHYLTHIOPHENE,CC1=CSC=C1,98.16,000616-44-4,400,0.4,0.00407498,-2.389874558,25,CHEMICALS INSPECTION AND TESTING INSTITU (1992),G1,3.472695674,1.394253915,84.97,137.828,7.183032708,0.597852574,-7.780885282,QENGPZGAWFQWCZ-UHFFFAOYSA-N,2.05652,29.056,0,41.4367085,3.049648321,107.4988651,1
1-OCTYNE,CCCCCCC#C,110.2,000629-05-0,24,0.024,0.000217786,-3.661970353,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.478405394,1.14233608,108.774,193.599,6.046114279,-3.968741254,-2.077373025,UMIPWJGWASORKV-UHFFFAOYSA-N,2.59,37.592,0,52.29307122,2.646949874,66.59772061,1
TRANS-2.5-DIMETHYLTETRAHYDROFURAN,CC1CCC(O1)C,100.16,001003-38-9,118000,118,1.178115016,0.071187691,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.503075622,2.151326453,85.273,155.665,4.014205065,-0.399775408,-3.614429656,OXMIDRBAFOEOQT-UHFFFAOYSA-N,1.5738,29.243,9.23,44.67167568,2.257153237,53.20035948,3
1-HEPTYNE,CCCCCC#C,96.17,000628-71-7,94,0.094,0.000977436,-3.009911762,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.507966905,1.02652533,96.316,169.583,-1.827101816,-2.611919952,4.439021768,YVXHZKKCZYLQOP-UHFFFAOYSA-N,2.1999,32.975,0,45.92812911,2.599038279,56.92878689,1
N-HEXYLBENZENE,CCCCCCC1=CC=CC=C1,162.28,001077-16-3,0.902,0.000902,5.55829E-06,-5.255058461,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.521303048,0.499250133,133.816,238.132,-8.965161483,3.765484055,5.199677428,LTEQMZWBSYACLV-UHFFFAOYSA-N,3.8094,54.288,0,75.62105581,2.157795777,188.4531007,1
1-HEXYNE,CCCCC#C,82.15,026856-30-4,366,0.366,0.004455265,-2.351126482,25,HINE.J & MOOKERJEE.PK (1975),G1,3.533260342,1.033802288,90.64,157.494,5.634413789,-2.202004351,-3.432409438,CGHIBGNXEGJPQZ-UHFFFAOYSA-N,1.8098,28.358,0,39.56318699,2.543857644,47.54887502,1
ISOPROPYL_T-BUTYL_ETHER,CC(C)OC(C)(C)C,116.21,017348-59-3,500,0.5,0.004302556,-2.366273497,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.537582897,1.866723286,98.545,183.618,-1.536124388,-2.592320378,4.128444766,HNFSPSWQNZVCTB-UHFFFAOYSA-N,2.2099,35.974,9.23,52.04244894,3.388924101,59.27730244,1
CYCLOPROPYL_VINYL_ETHER,C=COC1CC1,84.12,016545-67-8,6680,6.68,0.079410366,-1.100122802,25,WAKITA.K ET AL. (1986),G1,3.541457412,1.207887274,78.903,136.781,5.345329256,-1.243576973,-4.101752282,XRCVFFQSIMHODB-UHFFFAOYSA-N,1.3089,24.304,9.23,37.61713053,2.00426594,54.95878456,1
1-BUTEN-3-YNE,C=CC#C,52.08,000689-97-4,1790,1.79,0.0343702,-1.463817945,30,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.631293749,0.571434367,66.645,108.844,8.281043981,-1.329815082,-6.951228899,WFYPICNXBKQZGB-UHFFFAOYSA-N,0.8056,19.03,0,26.14369973,2.92178368,45.54887502,1
Furan._tetrahydro-3-methyl-,CC1CCOC1,86.13,013423-15-9,106000,106,1.230697782,0.090151418,25,WAKITA.K ET AL. (1986),G1,3.734814767,2.395188209,73.613,135.057,-7.047460233,1.744784527,5.302675706,LJPCNSSTRWGCMZ-UHFFFAOYSA-N,1.0428,24.6,9.23,38.30673356,2.18410557,37.20310344,2
TRIMETHYLENEOXIDE,C1COC1,58.08,000503-30-0,1000000,1000,17.21763085,1.235973392,20,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,3.828500112,2.516542076,57.109,100.862,-4.602726929,3.492485373,1.110241556,AHHWIHXENZJRFG-UHFFFAOYSA-N,0.4067,15.436,9.23,25.57684933,2,11.2451125,1
1.3.7-TRICHLORONAPHTHALENE,C1=CC(=CC2=C(C=C(C=C21)Cl)Cl)Cl,231.51,055720-37-1,0.0644,0.0000644,2.78174E-07,-6.555683888,25,OPPERHUIZEN.A (1987),G1,4.014591272,2.337246475,136.021,211.92,16.37919108,-11.84870007,-4.530491015,CFEUGIGSIREATC-UHFFFAOYSA-N,4.8,58.978,0,91.02286633,2.865604547,462.9216661,1
ALPHA-METHYLSTYRENE,CC(=C)C1=CC=CC=C1,118.18,000098-83-9,116,0.116,0.000981554,-3.008085996,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,4.029396017,0.456548522,103.653,176.149,-10.97957849,4.142100843,6.837477645,XYLMUPLGERFSHI-UHFFFAOYSA-N,2.7197,41.15,0,55.83662643,2.981454614,196.538112,1
1.2-BUTYLENEOXIDE,CCC1CO1,72.11,000106-88-7,95500,95.5,1.324365553,0.122007876,25,ECHA Dossier,G1,4.121478533,2.572382267,68.966,123.754,-5.98035015,1.749519283,4.230830867,RBACIKXCRWGCBB-UHFFFAOYSA-N,0.7952,20.031,12.53,31.94179145,1.998939485,30.62919048,2
P-METHYLSTYRENE,CC1=CC=C(C=C1)C=C,118.18,000622-97-9,89,0.089,0.000753089,-3.123153979,25,YAWS.CL ET AL. (1990),G1,4.17320614,0.853026347,104.073,177.544,-12.06872443,6.774162517,5.294561918,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,2.63802,41.27,0,55.83662643,3.009781948,193.7832245,1
DIACETYLENE,C#CC#C,50.06,000460-12-8,9450,9.45,0.188773472,-0.724059037,25,YAWS.CL ET AL. (1990),G1,4.17767466,0.000804154,61.978,97.223,15.43325725,-7.707050433,-7.726206817,LLCSWKVOHICRDD-UHFFFAOYSA-N,0.2528,17.666,0,25.83252815,3.13746118,55.01955001,1
TRICHLORONAPHTHALENES,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,231.51,001321-65-9,0.065,0.000065,2.80765E-07,-6.551656398,25,ISNARD.P & LAMBERT.S (1989),G1,4.203766881,4.797563024,143.057,222.844,-12.03754357,10.18754434,1.849999236,QEPTXDCPBXMWJC-UHFFFAOYSA-N,4.8,58.978,0,91.02286633,2.935001174,462.9216661,1
TRIALLYLAMINE,C=CCN(CC=C)CC=C,137.23,000102-70-5,2500,2.5,0.018217591,-1.739509055,25,CLAYTON.DJ & CLAYTON.FE (1993),G1,4.208766656,0.960174093,126.017,220.485,-2.983181354,2.155150057,0.828031297,VPYJNCGUESNPMV-UHFFFAOYSA-N,1.8464,47.031,3.24,63.34981252,3.576187607,92.12223629,1
3-METHYL-2-PENTANOL,CC[C@@H]([C@H](O)C)C,102.18,073176-98-4,19400,19.4,0.18986103,-0.721564168,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,4.233683833,2.169142461,89.087,166.036,7.197258177,-4.379571485,-2.817686691,ZXNBBWHRUSXUFZ-NTSWFWBYSA-N,1.4133,31.1358,20.23,45.35819535,3.144208207,41.44467836,4
4-HEPTANOL._4-METHYL-,CCCC(C)(CCC)O,130.23,000598-01-6,3370,3.37,0.025877294,-1.58708114,25,BEILSTEIN,G1,4.242758642,2.084411549,110.119,205.014,5.427225591,-3.62687979,-1.800345801,IQXKGRKRIRMQCQ-UHFFFAOYSA-N,2.3376,40.4398,20.23,58.08807958,3.431051277,58.96788691,1
PYRIDINE._2-ETHYL-6-METHYL-,CCC1=CC=CC(=N1)C,121.18,001122-69-6,18200,18.2,0.1501898,-0.82335956,30,BEILSTEIN,G1,4.331731936,2.315890075,96.882,170.615,-8.211943864,-0.532000482,8.743944346,SFSXNVBMAODLGN-UHFFFAOYSA-N,1.95242,38.352,12.89,55.74587744,2.936866102,193.514053,1
2H-PYRAN._TETRAHYDRO-2-METHOXY-6-METHYL-,CC1CCCC(O1)OC,130.19,018653-59-3,33300,33.3,0.255780014,-0.592133393,25,BEILSTEIN,G1,4.344802602,0.889926948,98.636,181.261,6.293628185,1.295528039,-7.589156224,FNEUIJOQHOUXIE-UHFFFAOYSA-N,1.5479,35.195,18.46,56.15016302,2.231651619,82.98533617,4
2-METHYL-3-PENTANOL,CCC(C(C)C)O,102.18,000565-67-3,20100,20.1,0.196711685,-0.706169841,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,4.372800751,2.001629059,87.646,163.684,5.664732015,-1.181000006,-4.483732009,ISTJMQSHILQAEC-UHFFFAOYSA-N,1.4133,31.1358,20.23,45.35819535,3.144208207,41.44467836,2
SEC-BUTYLAMINE,CCC(C)N,73.14,013952-84-6,112000,112,1.531309817,0.185063067,20,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,4.41842438,1.80121552,68.726,129.434,-5.470914239,4.690768496,0.780145743,BHRZNVHARXXAHW-UHFFFAOYSA-N,0.7436,23.9404,26.02,33.17396807,2.539538861,17.60964047,2
ISOBUTYLAMINE,CC(C)CN,73.14,000078-81-9,1000000,1000,13.67240908,1.135845044,25,RIDDICK.JA ET AL. (1986),G1,4.491966761,1.860073839,69.733,130.257,-9.182001364,3.967618153,5.214383211,KDSNLYIMUZNERS-UHFFFAOYSA-N,0.6011,23.8924,26.02,33.17396807,2.539538861,17.60964047,1
DIALLYLAMINE,C=CCNCC=C,97.16,000124-02-7,86000,86,0.885137917,-0.052989055,25,VERSCHUEREN.K (1996),G1,4.505736734,1.63259024,95.567,167.38,2.414182916,-0.318794648,-2.095388268,DYUWTXWIYMHBQS-UHFFFAOYSA-N,0.948,33.2637,12.03,44.73461772,2.679549207,49.20035948,1
2.3-DIMETHYL-2-BUTANOL,CC(C)C(C)(C)O,102.18,000594-60-5,43500,43.5,0.425719319,-0.370876641,25,SUZUKI.T (1991),G1,4.517849742,2.075282475,81.56,153.379,6.429736067,-2.277115835,-4.152620231,IKECULIHBUCAKR-UHFFFAOYSA-N,1.4133,31.1358,20.23,45.35819535,3.541196965,49.69058447,1
1-Heptanol._3-methyl-._(.+-.)-,CCCC[C@H](C)CCO,130.23,111767-94-3,806,0.806,0.00618905,-2.208375999,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,4.54030272,1.925561417,100.683,188.686,7.876976997,0.373135162,-8.250112159,MUPPEBVXFKNMCI-QMMMGPOBSA-N,2.1951,40.3918,20.23,58.08807958,2.954822573,52.52932501,2
ALLYL_ETHER,C=CCOCC=C,98.15,000557-40-4,93600,93.6,0.953642384,-0.020614455,25,SUZUKI.T (1991),G1,4.542022558,2.191317075,89.705,156.605,-5.185100092,-0.814574591,5.999674683,ATVJXMYDOSMEPO-UHFFFAOYSA-N,1.375,31.213,9.23,44.29830076,2.679549207,49.20035948,1
(1S.2S.4R)-1.3.3-trimethylbicyclo[2.2.1]heptan-2-ol,C[C@]12CC[C@H](C1)C([C@H]2O)(C)C,154.25,000512-13-0,828,0.828,0.005367909,-2.270194836,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,4.612614421,1.958391151,105.318,198.244,7.438588405,-1.328722768,-6.109865636,IAIHUHQCLTYTSF-MRTMQBJTSA-N,2.1935,45.2358,20.23,68.8063015,2.3389366,180.5569111,8
N-HEXYLAMINE,CCCCCCN,101.19,000111-26-2,12000,12,0.118588793,-0.92595635,25,EPA,G1,4.630982471,1.850799365,88.117,165.308,-12.89079184,6.210547717,6.680244126,BMVXCPBXGZKUPN-UHFFFAOYSA-N,1.5254,33.1964,26.02,45.9038523,2.447472888,23.3609904,1
2.4-DIMETHYL-3-PENTANOL,CC(C)C(C(C)C)O,116.21,000600-36-2,7000,7,0.06023578,-1.220145461,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,4.665061832,2.00563826,96.042,180.251,6.677984932,-5.223329934,-1.454654998,BAYAKMPRFGNNFW-UHFFFAOYSA-N,1.6593,35.6828,20.23,51.72313747,3.464226847,49.40716557,1
3-METHY L-3-HEXANOL,CCC[C@](CC)(O)C,116.21,000597-96-6,11900,11.9,0.102400826,-0.98969654,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,4.667678602,2.097813426,93.486,174.899,-7.280722794,7.515667324,-0.23494453,KYWJZCSJMOILIZ-ZETCQYMHSA-N,1.9475,35.8228,20.23,51.72313747,3.373381553,57.40716557,2
3-HEPTANOL._5-METHYL-,CCC(C)CC(CC)O,130.23,018720-65-5,1800,1.8,0.0138217,-1.859438535,25,BEILSTEIN,G1,4.682081523,2.085332397,106.985,200.444,-4.57696642,-2.336754643,6.913721062,SECKOSOTZOBWEI-UHFFFAOYSA-N,2.1935,40.3698,20.23,58.08807958,3.223046904,53.58797504,4
ISOPROPYLNAPHTHALENE,CC(C)C1=CC=CC2=CC=CC=C21,170.26,029253-36-9,0.55,0.00055,3.23035E-06,-5.49074994,25,CHEMICALS INSPECTION AND TESTING INSTITU (1992),G1,4.698743851,0.563031668,132.218,227.196,-14.90763845,6.688769569,8.218868877,PMPBFICDXLLSRM-UHFFFAOYSA-N,3.9632,58.037,0,79.20789399,2.756733762,407.8127537,1
4-OCTANOL,CCCC[C@H](CCC)O,130.23,074778-22-6,1210,1.21,0.009291254,-2.03192567,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,4.699335832,2.298667324,103.222,193.246,7.823230361,-6.481476423,-1.341753938,WOFPPJOZXUTRAU-QMMMGPOBSA-N,2.3376,40.4398,20.23,58.08807958,2.954822573,52.52932501,2
(+)-Isomenthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,156.27,002216-51-5,490,0.49,0.003135599,-2.503679532,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G1,4.731817922,2.007525999,108.761,207.127,7.69495196,-1.3347541,-6.36019786,NOOLISFMXDJSKH-KXUCPTDWSA-N,2.4395,47.3498,20.23,69.81213266,2.43715926,120.0411847,8
2.3.6-TRIMETHYLNAPHTHALENE,CC1=CC2=C(C=C1)C=C(C(=C2)C)C,170.26,000829-26-5,1.7,0.0017,9.98473E-06,-5.000663708,22,EPA,G1,4.737837757,0.695582916,123.86,215.646,-16.23727171,3.35679602,12.88047569,UNBZRJCHIWTUHB-UHFFFAOYSA-N,3.76506,58.159,0,79.20789399,2.811483141,452.7901182,1
2.2.3-TRIMETHYL-3-PENTANOL,CCC(C)(C(C)(C)C)O,130.23,007294-05-5,6980,6.98,0.053597481,-1.270855618,25,SUZUKI.T (1991),G1,4.741097317,2.010311447,95.482,180.648,-6.995685639,0.42015374,6.575531899,KLIHWYNSISMOMR-UHFFFAOYSA-N,2.1935,40.3698,20.23,58.08807958,4.144726367,87.23098268,2
N-PENTYLAMINE,CCCCCN,87.17,000110-58-7,1000000,1000,11.47183664,1.059632954,20,RIDDICK.JA ET AL. (1986),G1,4.746721403,1.87456487,82.451,153.98,-11.08110046,4.006942324,7.074158138,DPBLXKKOBLCELK-UHFFFAOYSA-N,1.1353,28.5794,26.02,39.53891018,2.339092315,15.90013453,1
3-HEPTANOL._4-METHYL-_(VAN8CI9CI),CCCC(C)C(CC)O,130.23,014979-39-6,1420,1.42,0.010903786,-1.962422696,25,BEILSTEIN,G1,4.768073179,2.03426669,111.119,206.99,8.856356265,-2.30234452,-6.554011745,BKQICAFAUMRYLZ-UHFFFAOYSA-N,2.1935,40.3698,20.23,58.08807958,3.324760174,61.58797504,4
N.N.4-TRIMETHYLANILINE,CC1=CC=C(C=C1)N(C)C,135.21,000099-97-8,650,0.65,0.004807337,-2.318095456,37,EPA,G1,4.781724173,2.027761813,107.633,189.198,-13.26297342,2.548597536,10.71437588,GYVGXEWAOAAJEU-UHFFFAOYSA-N,2.06102,45.506,3.24,62.28606313,2.893762784,198.4731805,1
2-Pentanamine._4-methyl-,CC(C)CC(C)N,101.19,000108-09-8,7.9,0.0079,7.8071E-05,-4.107510505,25,YAWS.CL ET AL. (2001),G1,4.785961439,1.850987626,85.057,162.066,-11.28655278,6.682767297,4.603785487,UNBMPKNTYKDYCG-UHFFFAOYSA-N,1.3797,33.1044,26.02,45.9038523,2.953223175,33.44467836,2
3.5-DIMETHYL-4-HEPTANOL,CCC(C)C(C(C)CC)O,144.26,019549-79-2,445,0.445,0.003084708,-2.510785917,25,SUZUKI.T (1991),G1,4.791326293,2.050936352,122.025,226.92,7.083358454,-1.549144191,-5.534214264,ZKXITRNXHWEQJU-UHFFFAOYSA-N,2.4395,44.9168,20.23,64.4530217,3.685406534,70.79745155,3
BUTYRALDEHYDE,CCCC=O,72.11,000123-72-8,71000,71,0.984606851,-0.006737147,25,UNION CARBIDE (1974),G1,4.792172831,3.537246875,66.955,120.479,-7.240934183,5.713314639,1.527619544,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,0.9854,20.972,17.07,31.99559947,2.401715223,24.82892142,1
Pyridine._trimethyl-,CC1=C(N=C(C=C1)C)C,121.18,001462-84-6,31200,31.2,0.257468229,-0.589276354,26,BEILSTEIN,G1,4.80427778,2.67849477,100.115,175.901,10.05931998,-3.347844017,-6.711475963,UTBIMNXEDGNJFE-UHFFFAOYSA-N,2.00686,38.448,12.89,55.74587744,3.17167803,215.8076621,1
2-METHYLPENTALDEHYDE,CCCC(C)C=O,100.16,000123-15-9,4200,4.2,0.041932907,-1.377445025,25,LEWIS.RJ (1993),G1,4.813166255,3.571432323,82.697,151.49,6.938166476,3.138666798,-10.07683327,FTZILAQGHINQQR-UHFFFAOYSA-N,1.6215,30.136,17.07,44.7254837,2.984360233,50.14170945,2
2.3-DIMETHYL-3-PENTANOL,CCC(C)(C(C)C)O,116.21,000595-41-5,16400,16.4,0.141123828,-0.850399653,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,4.837519323,2.093609644,96.3,178.889,6.171863151,-5.987459378,-0.184403773,RFZHJHSNHYIRNE-UHFFFAOYSA-N,1.8034,35.7528,20.23,51.72313747,3.708324167,64.78707744,2
ISOBUTYRALDEHYDE,CC(C)C=O,72.11,000078-84-2,89000,89,1.234225489,0.091394511,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,4.843715949,3.665700367,65.133,117.926,-8.8719782,4.146687156,4.725291043,AMIMRNSIRUDHCM-UHFFFAOYSA-N,0.8413,20.902,17.07,31.99559947,2.825749369,30.62919048,1
2-METHYLAZIRIDINE,CC1CN1,57.1,000075-55-8,1000000,1000,17.51313485,1.243363892,25,KIRK-OTHMER; 4th ed. 14: 3 (1995),G1,4.850624891,2.238763591,59.832,107.392,-5.7254643,0.762723089,4.962741211,OZDGMOYKSFPLSE-UHFFFAOYSA-N,-0.0219,17.4647,21.94,26.01316629,2.171098318,22.46439345,2
3-ETHYL-3-PENTANOL,CCC(CC)(CC)O,116.21,000597-49-9,16800,16.8,0.144565872,-0.839934219,25,YALKOWSKY.SH & DANNENFELSER.RM (1992),G1,4.857383839,2.03527236,96.644,180.381,7.061576346,-5.759147706,-1.302428641,XKIRHOWVQWCYBT-UHFFFAOYSA-N,1.9475,35.8228,20.23,51.72313747,3.583212565,47.14250307,1
1.4-DIAZABICYCLO(2.2.2)OCTANE__(DABCO),C1CN2CCN1CC2,112.18,000280-57-9,450000,450,4.011410234,0.603297078,25,MERCK INDEX (2001),G1,4.873845105,0.016916046,81.293,149.457,-12.7612069,6.431121228,6.330085668,IMNIMPAHZVJRPE-UHFFFAOYSA-N,-0.3824,32.88,6.48,50.07196663,2.031587293,61.509775,1
1.6-DIOXASPIRO[4.4]NONANE._2.7-DIMETHYL-,CC1CCC2(O1)CCC(O2)C,156.23,030483-86-4,55600,55.6,0.355885553,-0.448689641,20,BEILSTEIN,G1,4.874321385,1.337190416,112.255,205.929,9.396400837,-8.789162107,-0.60723873,PUKTVFNQVGOXPI-UHFFFAOYSA-N,2.0805,42.293,18.46,67.87421609,2.017857382,137.6417228,3
Benzene._1.3-dichloro-2-methoxy-,COC1=C(C=CC=C1Cl)Cl,177.03,001984-65-2,140,0.14,0.000790826,-3.101918834,25,LUN.R ET AL. (1995),G1,4.881839386,2.985860825,117.257,188.31,15.78101535,-8.027811712,-7.753203642,KZLMCDNAVVJKPX-UHFFFAOYSA-N,3.002,43.014,9.23,69.51642292,3.169451192,214.797758,1
2.2-DIMETHYL-1-PENTANOL,CCCC(C)(C)CO,116.21,002370-12-9,4230,4.23,0.036399621,-1.438903134,25,WAKITA.K ET AL. (1986),G1,4.882787785,2.015892821,99.331,185.837,8.88088244,-2.844526644,-6.036355796,QTOMCRXZFDHJOL-UHFFFAOYSA-N,1.805,35.7748,20.23,51.72313747,3.373381553,57.40716557,1
